time_step,flow_5min,flow_hour,speed_kmh
245,369.0,4428.0,68.0
246,352.0,4224.0,68.1
247,344.0,4128.0,68.2
248,347.0,4164.0,68.3
249,318.0,3816.0,68.4
250,332.0,3984.0,68.5
251,333.0,3996.0,68.7
252,314.0,3768.0,68.8
253,324.0,3888.0,68.9
254,350.0,4200.0,69.1
255,332.0,3984.0,69.3
256,326.0,3912.0,69.9
257,308.0,3696.0,69.6
258,306.0,3672.0,69.6
259,300.0,3600.0,69.6
260,302.0,3624.0,70.0
261,306.0,3672.0,70.0
262,318.0,3816.0,70.1
263,283.0,3396.0,70.4
264,272.0,3264.0,70.3
265,286.0,3432.0,70.4
266,296.0,3552.0,70.4
267,291.0,3492.0,69.9
268,270.0,3240.0,70.0
269,267.0,3204.0,69.8
270,259.0,3108.0,70.0
271,259.0,3108.0,70.1
272,228.0,2736.0,70.3
273,239.0,2868.0,70.4
274,232.0,2784.0,70.5
275,227.0,2724.0,70.5
276,210.0,2520.0,70.4
277,219.0,2628.0,70.1
278,206.0,2472.0,70.5
279,204.0,2448.0,69.9
280,198.0,2376.0,69.9
281,200.0,2400.0,70.2
282,201.0,2412.0,70.0
283,180.0,2160.0,70.1
284,186.0,2232.0,70.4
285,192.0,2304.0,70.2
286,178.0,2136.0,70.3
287,178.0,2136.0,70.3
288,165.0,1980.0,70.6
289,164.0,1968.0,70.2
290,157.0,1884.0,70.4
291,171.0,2052.0,70.1
292,147.0,1764.0,69.7
293,144.0,1728.0,69.7
294,131.0,1572.0,69.8
295,126.0,1512.0,69.8
296,128.0,1536.0,69.6
297,123.0,1476.0,70.2
298,116.0,1392.0,69.9
299,111.0,1332.0,70.1
300,113.0,1356.0,70.4
301,111.0,1332.0,70.1
302,111.0,1332.0,70.1
303,108.0,1296.0,69.9
304,98.0,1176.0,69.9
305,100.0,1200.0,70.4
306,95.0,1140.0,70.1
307,95.0,1140.0,70.0
308,93.0,1116.0,69.9
309,90.0,1080.0,69.9
310,90.0,1080.0,70.4
311,90.0,1080.0,70.0
312,93.0,1116.0,70.4
313,88.0,1056.0,70.4
314,78.0,936.0,70.3
315,87.0,1044.0,69.9
316,85.0,1020.0,69.9
317,75.0,900.0,70.4
318,78.0,936.0,70.2
319,75.0,900.0,69.5
320,81.0,972.0,69.8
321,74.0,888.0,69.5
322,70.0,840.0,69.7
323,72.0,864.0,69.5
324,70.0,840.0,69.9
325,70.0,840.0,69.9
326,67.0,804.0,69.8
327,72.0,864.0,69.5
328,75.0,900.0,69.7
329,75.0,900.0,69.6
330,67.0,804.0,69.6
331,67.0,804.0,69.8
332,64.0,768.0,69.7
333,67.0,804.0,69.6
334,82.0,984.0,69.7
335,70.0,840.0,69.6
336,67.0,804.0,69.7
337,67.0,804.0,69.5
338,72.0,864.0,69.4
339,72.0,864.0,69.2
340,70.0,840.0,69.6
341,75.0,900.0,69.6
342,75.0,900.0,69.8
343,82.0,984.0,69.8
344,88.0,1056.0,70.0
345,90.0,1080.0,70.0
346,91.0,1092.0,69.9
347,100.0,1200.0,69.7
348,88.0,1056.0,69.7
349,93.0,1116.0,69.9
350,100.0,1200.0,69.6
351,123.0,1476.0,69.6
352,138.0,1656.0,69.6
353,123.0,1476.0,69.9
354,129.0,1548.0,69.7
355,136.0,1632.0,69.9
356,147.0,1764.0,69.9
357,175.0,2100.0,70.3
358,165.0,1980.0,70.3
359,175.0,2100.0,70.4
360,180.0,2160.0,69.5
361,196.0,2352.0,69.1
362,201.0,2412.0,68.8
363,201.0,2412.0,68.7
364,231.0,2772.0,69.0
365,212.0,2544.0,68.8
366,225.0,2700.0,69.0
367,227.0,2724.0,69.1
368,224.0,2688.0,69.4
369,239.0,2868.0,69.4
370,259.0,3108.0,69.8
371,255.0,3060.0,69.5
372,268.0,3216.0,68.9
373,268.0,3216.0,68.0
374,273.0,3276.0,67.7
375,265.0,3180.0,67.3
376,294.0,3528.0,67.4
377,309.0,3708.0,67.3
378,303.0,3636.0,67.5
379,308.0,3696.0,67.5
380,309.0,3708.0,67.7
381,308.0,3696.0,67.6
382,318.0,3816.0,67.4
383,353.0,4236.0,67.4
384,306.0,3672.0,67.2
385,316.0,3792.0,67.3
386,316.0,3792.0,67.2
387,338.0,4056.0,66.8
388,326.0,3912.0,67.1
389,355.0,4260.0,67.4
390,335.0,4020.0,67.3
391,358.0,4296.0,67.2
392,335.0,4020.0,67.4
393,343.0,4116.0,67.2
394,343.0,4116.0,67.0
395,340.0,4080.0,67.5
396,332.0,3984.0,67.6
397,329.0,3948.0,67.2
398,335.0,4020.0,67.1
399,344.0,4128.0,66.9
400,347.0,4164.0,67.0
401,352.0,4224.0,66.8
402,355.0,4260.0,66.9
403,359.0,4308.0,67.0
404,369.0,4428.0,66.4
405,373.0,4476.0,66.5
406,369.0,4428.0,66.6
407,361.0,4332.0,66.6
408,360.0,4320.0,66.7
409,350.0,4200.0,66.6
410,361.0,4332.0,66.5
411,363.0,4356.0,66.4
412,369.0,4428.0,66.5
413,375.0,4500.0,66.4
414,381.0,4572.0,66.3
415,384.0,4608.0,66.2
416,388.0,4656.0,66.0
417,387.0,4644.0,66.1
418,385.0,4620.0,66.1
419,385.0,4620.0,66.0
420,391.0,4692.0,65.7
421,391.0,4692.0,66.1
422,391.0,4692.0,66.2
423,391.0,4692.0,66.3
424,393.0,4716.0,66.3
425,393.0,4716.0,66.7
426,396.0,4752.0,66.6
427,391.0,4692.0,66.5
428,396.0,4752.0,66.4
429,399.0,4788.0,66.5
430,396.0,4752.0,66.5
431,399.0,4788.0,66.5
432,399.0,4788.0,66.7
433,400.0,4800.0,66.7
434,406.0,4872.0,66.8
435,410.0,4920.0,66.2
436,406.0,4872.0,66.2
437,404.0,4848.0,66.3
438,404.0,4848.0,66.3
439,408.0,4896.0,66.4
440,404.0,4848.0,65.8
441,404.0,4848.0,66.5
442,408.0,4896.0,66.4
443,402.0,4824.0,66.5
444,404.0,4848.0,66.7
445,402.0,4824.0,66.7
446,410.0,4920.0,66.9
447,410.0,4920.0,66.4
448,407.0,4884.0,66.7
449,410.0,4920.0,66.9
450,410.0,4920.0,66.9
451,408.0,4896.0,66.8
452,411.0,4932.0,66.8
453,413.0,4956.0,66.7
454,404.0,4848.0,66.9
455,402.0,4824.0,66.7
456,402.0,4824.0,66.8
457,399.0,4788.0,67.0
458,402.0,4824.0,67.1
459,404.0,4848.0,66.8
460,410.0,4920.0,67.0
461,408.0,4896.0,67.0
462,407.0,4884.0,67.0
463,399.0,4788.0,67.2
464,410.0,4920.0,67.1
465,408.0,4896.0,67.2
466,411.0,4932.0,67.2
467,413.0,4956.0,66.9
468,399.0,4788.0,67.1
469,402.0,4824.0,67.2
470,408.0,4896.0,67.3
471,413.0,4956.0,67.2
472,410.0,4920.0,67.0
473,410.0,4920.0,67.2
474,402.0,4824.0,67.3
475,402.0,4824.0,67.4
476,406.0,4872.0,67.3
477,410.0,4920.0,67.3
478,406.0,4872.0,67.7
479,400.0,4800.0,67.4
480,391.0,4692.0,67.4
481,396.0,4752.0,67.4
482,404.0,4848.0,67.4
483,408.0,4896.0,67.5
484,402.0,4824.0,67.6
485,406.0,4872.0,67.6
486,406.0,4872.0,67.9
487,407.0,4884.0,67.8
488,404.0,4848.0,67.9
489,408.0,4896.0,67.6
490,416.0,4992.0,67.6
491,391.0,4692.0,67.7
492,393.0,4716.0,67.8
493,393.0,4716.0,67.8
494,396.0,4752.0,67.7
495,393.0,4716.0,67.8
496,402.0,4824.0,68.3
497,393.0,4716.0,68.1
498,391.0,4692.0,68.0
499,389.0,4668.0,68.0
500,385.0,4620.0,68.1
501,385.0,4620.0,68.3
502,381.0,4572.0,68.3
503,375.0,4500.0,68.5
504,370.0,4440.0,68.2
505,370.0,4440.0,68.3
506,373.0,4476.0,68.4
507,370.0,4440.0,68.6
508,381.0,4572.0,68.6
509,382.0,4584.0,68.9
510,363.0,4356.0,68.7
511,360.0,4320.0,68.8
512,358.0,4296.0,69.0
513,350.0,4200.0,68.8
514,340.0,4080.0,68.6
515,338.0,4056.0,68.8
516,352.0,4224.0,68.8
517,333.0,3996.0,68.8
518,333.0,3996.0,68.9
519,332.0,3984.0,69.2
520,335.0,4020.0,69.0
521,324.0,3888.0,68.8
522,314.0,3768.0,68.9
523,316.0,3792.0,68.8
524,318.0,3816.0,68.4
525,324.0,3888.0,68.2
526,312.0,3744.0,68.1
527,305.0,3660.0,67.7
528,305.0,3660.0,67.9
529,303.0,3636.0,67.9
530,303.0,3636.0,68.1
531,308.0,3696.0,68.2
532,305.0,3660.0,68.2
533,298.0,3576.0,68.3
534,288.0,3456.0,68.4
535,294.0,3528.0,68.4
536,303.0,3636.0,68.6
537,294.0,3528.0,68.7
538,280.0,3360.0,68.7
539,296.0,3552.0,68.8
540,291.0,3492.0,69.3
541,294.0,3528.0,70.0
542,274.0,3288.0,70.1
543,292.0,3504.0,70.2
544,294.0,3528.0,70.3
545,306.0,3672.0,70.3
546,292.0,3504.0,70.4
547,274.0,3288.0,70.3
548,280.0,3360.0,70.3
549,268.0,3216.0,70.4
550,271.0,3252.0,70.3
551,294.0,3528.0,70.4
552,262.0,3144.0,70.1
553,262.0,3144.0,69.9
554,265.0,3180.0,70.1
555,257.0,3084.0,69.9
556,254.0,3048.0,70.1
557,276.0,3312.0,70.4
558,273.0,3276.0,70.5
559,250.0,3000.0,70.5
560,249.0,2988.0,70.5
561,235.0,2820.0,70.8
562,250.0,3000.0,70.6
563,247.0,2964.0,70.8
564,239.0,2868.0,70.4
565,228.0,2736.0,70.3
566,218.0,2616.0,70.1
567,219.0,2628.0,70.2
568,228.0,2736.0,70.1
569,193.0,2316.0,70.2
570,194.0,2328.0,70.2
571,186.0,2232.0,70.2
572,186.0,2232.0,70.1
573,175.0,2100.0,70.3
574,184.0,2208.0,70.1
575,178.0,2136.0,70.4
576,157.0,1884.0,70.5
577,167.0,2004.0,70.3
578,160.0,1920.0,70.2
579,151.0,1812.0,69.9
580,157.0,1884.0,70.1
581,147.0,1764.0,70.1
582,129.0,1548.0,70.3
583,134.0,1608.0,70.3
584,131.0,1572.0,70.5
585,119.0,1428.0,70.1
586,116.0,1392.0,70.3
587,115.0,1380.0,70.5
588,108.0,1296.0,70.4
589,101.0,1212.0,70.3
590,105.0,1260.0,70.3
591,105.0,1260.0,70.1
592,97.0,1164.0,70.0
593,93.0,1116.0,70.3
594,85.0,1020.0,70.4
595,85.0,1020.0,70.0
596,82.0,984.0,70.4
597,81.0,972.0,70.0
598,82.0,984.0,70.4
599,81.0,972.0,70.3
600,78.0,936.0,70.4
601,78.0,936.0,70.3
602,77.0,924.0,70.3
603,74.0,888.0,70.4
604,72.0,864.0,70.3
605,67.0,804.0,70.3
606,64.0,768.0,70.4
607,64.0,768.0,70.5
608,62.0,744.0,70.4
609,59.0,708.0,70.0
610,57.0,684.0,70.1
611,56.0,672.0,70.1
612,52.0,624.0,70.4
613,53.0,636.0,70.5
614,52.0,624.0,70.4
615,55.0,660.0,70.2
616,52.0,624.0,70.3
617,49.0,588.0,70.2
618,48.0,576.0,70.5
619,48.0,576.0,70.3
620,47.0,564.0,70.2
621,47.0,564.0,70.4
622,44.0,528.0,70.2
623,42.0,504.0,69.7
624,44.0,528.0,70.0
625,44.0,528.0,70.0
626,44.0,528.0,70.1
627,44.0,528.0,70.0
628,44.0,528.0,70.1
629,46.0,552.0,70.0
630,46.0,552.0,69.9
631,50.0,600.0,69.9
632,52.0,624.0,70.2
633,52.0,624.0,70.3
634,50.0,600.0,70.1
635,52.0,624.0,70.0
636,49.0,588.0,70.0
637,52.0,624.0,70.0
638,53.0,636.0,70.2
639,59.0,708.0,70.2
640,60.0,720.0,70.0
641,62.0,744.0,70.0
642,64.0,768.0,69.8
643,70.0,840.0,70.2
644,75.0,900.0,70.0
645,75.0,900.0,69.9
646,75.0,900.0,70.0
647,90.0,1080.0,70.1
648,75.0,900.0,69.8
649,82.0,984.0,70.0
650,85.0,1020.0,69.9
651,91.0,1092.0,70.1
652,115.0,1380.0,70.1
653,111.0,1332.0,70.1
654,105.0,1260.0,70.3
655,115.0,1380.0,70.6
656,116.0,1392.0,70.6
657,127.0,1524.0,70.6
658,125.0,1500.0,70.7
659,131.0,1572.0,70.8
660,134.0,1608.0,70.4
661,149.0,1788.0,70.5
662,152.0,1824.0,70.4
663,163.0,1956.0,70.3
664,164.0,1968.0,70.2
665,167.0,2004.0,70.5
666,158.0,1896.0,70.6
667,160.0,1920.0,70.5
668,167.0,2004.0,70.7
669,175.0,2100.0,70.5
670,169.0,2028.0,70.7
671,180.0,2160.0,70.7
672,175.0,2100.0,70.1
673,186.0,2232.0,69.8
674,200.0,2400.0,69.6
675,221.0,2652.0,70.1
676,205.0,2460.0,70.0
677,196.0,2352.0,70.0
678,214.0,2568.0,69.8
679,214.0,2568.0,69.9
680,234.0,2808.0,69.8
681,230.0,2760.0,69.8
682,254.0,3048.0,69.6
683,234.0,2808.0,69.7
684,239.0,2868.0,69.2
685,239.0,2868.0,69.3
686,250.0,3000.0,69.1
687,260.0,3120.0,69.3
688,268.0,3216.0,69.0
689,273.0,3276.0,69.0
690,280.0,3360.0,69.0
691,286.0,3432.0,69.0
692,294.0,3528.0,68.9
693,301.0,3612.0,68.8
694,306.0,3672.0,68.8
695,303.0,3636.0,69.1
696,303.0,3636.0,68.5
697,300.0,3600.0,68.5
698,320.0,3840.0,68.3
699,314.0,3768.0,68.3
700,324.0,3888.0,68.2
701,327.0,3924.0,68.1
702,329.0,3948.0,68.0
703,335.0,4020.0,68.2
704,346.0,4152.0,68.1
705,347.0,4164.0,68.1
706,349.0,4188.0,68.1
707,347.0,4164.0,68.2
708,344.0,4128.0,68.1
709,338.0,4056.0,67.8
710,346.0,4152.0,67.7
711,355.0,4260.0,67.8
712,352.0,4224.0,67.5
713,358.0,4296.0,67.7
714,368.0,4416.0,67.5
715,368.0,4416.0,67.5
716,370.0,4440.0,67.3
717,373.0,4476.0,67.3
718,370.0,4440.0,67.3
719,378.0,4536.0,67.1
720,378.0,4536.0,67.1
721,373.0,4476.0,67.3
722,381.0,4572.0,67.2
723,381.0,4572.0,67.3
724,385.0,4620.0,66.9
725,387.0,4644.0,66.7
726,393.0,4716.0,67.0
727,396.0,4752.0,66.6
728,400.0,4800.0,66.6
729,399.0,4788.0,66.6
730,396.0,4752.0,66.5
731,395.0,4740.0,66.8
732,393.0,4716.0,66.8
733,389.0,4668.0,66.8
734,393.0,4716.0,66.7
735,395.0,4740.0,66.7
736,399.0,4788.0,66.4
737,402.0,4824.0,66.3
738,396.0,4752.0,66.1
739,396.0,4752.0,66.3
740,396.0,4752.0,66.3
741,396.0,4752.0,65.9
742,395.0,4740.0,66.4
743,391.0,4692.0,66.1
744,384.0,4608.0,66.3
745,385.0,4620.0,66.4
746,384.0,4608.0,66.5
747,389.0,4668.0,66.6
748,389.0,4668.0,66.7
749,385.0,4620.0,66.7
750,385.0,4620.0,66.5
751,379.0,4548.0,66.6
752,385.0,4620.0,66.7
753,384.0,4608.0,66.8
754,381.0,4572.0,66.7
755,375.0,4500.0,66.9
756,381.0,4572.0,67.0
757,375.0,4500.0,66.9
758,384.0,4608.0,66.7
759,381.0,4572.0,67.0
760,381.0,4572.0,66.6
761,376.0,4512.0,66.7
762,388.0,4656.0,66.7
763,388.0,4656.0,66.7
764,388.0,4656.0,66.7
765,385.0,4620.0,67.2
766,391.0,4692.0,67.0
767,384.0,4608.0,66.8
768,378.0,4536.0,67.0
769,379.0,4548.0,66.9
770,385.0,4620.0,67.2
771,382.0,4584.0,67.3
772,395.0,4740.0,66.8
773,382.0,4584.0,66.8
774,381.0,4572.0,66.9
775,379.0,4548.0,67.2
776,381.0,4572.0,67.1
777,376.0,4512.0,67.1
778,375.0,4500.0,67.2
779,365.0,4380.0,67.5
780,362.0,4344.0,67.4
781,370.0,4440.0,67.5
782,366.0,4392.0,67.6
783,370.0,4440.0,67.5
784,366.0,4392.0,68.1
785,363.0,4356.0,68.0
786,358.0,4296.0,68.3
787,358.0,4296.0,68.2
788,355.0,4260.0,68.0
789,353.0,4236.0,67.9
790,355.0,4260.0,68.1
791,350.0,4200.0,68.3
792,350.0,4200.0,68.1
793,353.0,4236.0,68.2
794,353.0,4236.0,68.2
795,355.0,4260.0,68.0
796,368.0,4416.0,67.7
797,343.0,4116.0,68.1
798,376.0,4512.0,68.0
799,346.0,4152.0,67.9
800,339.0,4068.0,67.9
801,337.0,4044.0,67.8
802,332.0,3984.0,67.8
803,329.0,3948.0,67.9
804,329.0,3948.0,67.7
805,326.0,3912.0,67.7
806,332.0,3984.0,67.5
807,333.0,3996.0,67.3
808,335.0,4020.0,67.3
809,328.0,3936.0,67.1
810,327.0,3924.0,66.8
811,318.0,3816.0,66.6
812,324.0,3888.0,66.3
813,332.0,3984.0,66.1
814,320.0,3840.0,65.9
815,321.0,3852.0,65.8
816,318.0,3816.0,65.4
817,317.0,3804.0,65.7
818,326.0,3912.0,65.9
819,318.0,3816.0,65.6
820,324.0,3888.0,66.0
821,320.0,3840.0,65.5
822,309.0,3708.0,65.5
823,309.0,3708.0,65.7
824,309.0,3708.0,65.5
825,299.0,3588.0,66.1
826,292.0,3504.0,66.0
827,288.0,3456.0,66.2
828,285.0,3420.0,68.1
829,285.0,3420.0,68.9
830,280.0,3360.0,69.5
831,279.0,3348.0,69.8
832,291.0,3492.0,70.1
833,276.0,3312.0,70.0
834,262.0,3144.0,70.3
835,261.0,3132.0,70.3
836,255.0,3060.0,70.3
837,257.0,3084.0,70.4
838,245.0,2940.0,70.5
839,247.0,2964.0,70.7
840,235.0,2820.0,70.4
841,230.0,2760.0,70.3
842,228.0,2736.0,70.4
843,219.0,2628.0,70.3
844,214.0,2568.0,70.2
845,204.0,2448.0,70.4
846,205.0,2460.0,70.2
847,188.0,2256.0,70.2
848,198.0,2376.0,70.4
849,178.0,2136.0,70.1
850,168.0,2016.0,70.4
851,167.0,2004.0,70.5
852,151.0,1812.0,70.5
853,152.0,1824.0,70.2
854,146.0,1752.0,70.4
855,142.0,1704.0,70.3
856,149.0,1788.0,70.1
857,139.0,1668.0,70.4
858,129.0,1548.0,70.4
859,122.0,1464.0,70.3
860,119.0,1428.0,70.6
861,119.0,1428.0,70.2
862,109.0,1308.0,69.7
863,108.0,1296.0,70.0
864,95.0,1140.0,71.3
865,93.0,1116.0,70.6
866,93.0,1116.0,70.4
867,85.0,1020.0,70.6
868,88.0,1056.0,70.2
869,82.0,984.0,70.2
870,77.0,924.0,70.4
871,72.0,864.0,70.4
872,67.0,804.0,70.1
873,72.0,864.0,69.9
874,64.0,768.0,69.7
875,60.0,720.0,69.7
876,59.0,708.0,70.2
877,61.0,732.0,70.1
878,62.0,744.0,70.3
879,56.0,672.0,70.1
880,55.0,660.0,70.1
881,53.0,636.0,69.8
882,49.0,588.0,69.6
883,57.0,684.0,69.6
884,48.0,576.0,69.6
885,48.0,576.0,69.7
886,50.0,600.0,69.4
887,46.0,552.0,69.5
888,48.0,576.0,69.6
889,47.0,564.0,69.5
890,46.0,552.0,69.5
891,47.0,564.0,69.7
892,46.0,552.0,69.5
893,47.0,564.0,69.6
894,46.0,552.0,69.5
895,46.0,552.0,69.3
896,47.0,564.0,69.5
897,47.0,564.0,69.5
898,46.0,552.0,69.4
899,48.0,576.0,69.1
900,48.0,576.0,69.5
901,47.0,564.0,69.2
902,52.0,624.0,69.3
903,49.0,588.0,69.4
904,55.0,660.0,69.3
905,59.0,708.0,69.3
906,61.0,732.0,69.4
907,67.0,804.0,69.6
908,74.0,888.0,69.8
909,79.0,948.0,69.3
910,75.0,900.0,69.5
911,75.0,900.0,69.3
912,77.0,924.0,69.4
913,79.0,948.0,69.7
914,90.0,1080.0,69.6
915,98.0,1176.0,69.6
916,115.0,1380.0,69.8
917,119.0,1428.0,69.7
918,134.0,1608.0,70.0
919,152.0,1824.0,70.2
920,162.0,1944.0,70.4
921,180.0,2160.0,70.9
922,169.0,2028.0,70.5
923,169.0,2028.0,70.3
924,184.0,2208.0,70.5
925,195.0,2340.0,70.2
926,210.0,2520.0,70.3
927,239.0,2868.0,70.4
928,253.0,3036.0,71.2
929,254.0,3048.0,71.3
930,294.0,3528.0,71.0
931,303.0,3636.0,70.9
932,322.0,3864.0,71.2
933,335.0,4020.0,71.4
934,327.0,3924.0,71.3
935,309.0,3708.0,71.0
936,305.0,3660.0,67.8
937,311.0,3732.0,66.7
938,332.0,3984.0,66.5
939,352.0,4224.0,66.5
