time_step,flow_5min,flow_hour,speed_kmh
318,46.0,552.0,64.3
319,48.0,576.0,63.3
320,47.0,564.0,66.3
321,38.0,456.0,63.3
322,28.0,336.0,65.7
323,42.0,504.0,64.4
324,41.0,492.0,64.4
325,39.0,468.0,57.9
326,30.0,360.0,63.1
327,46.0,552.0,63.0
328,36.0,432.0,65.6
329,53.0,636.0,61.7
330,40.0,480.0,64.6
331,48.0,576.0,62.1
332,37.0,444.0,62.0
333,37.0,444.0,64.1
334,38.0,456.0,64.2
335,54.0,648.0,61.8
336,45.0,540.0,64.5
337,39.0,468.0,63.9
338,39.0,468.0,61.5
339,39.0,468.0,63.1
340,38.0,456.0,68.1
341,40.0,480.0,53.3
342,56.0,672.0,53.1
343,60.0,720.0,49.6
344,42.0,504.0,59.0
345,55.0,660.0,61.0
346,47.0,564.0,61.1
347,42.0,504.0,62.0
348,41.0,492.0,63.5
349,70.0,840.0,61.7
350,53.0,636.0,61.6
351,48.0,576.0,61.9
352,58.0,696.0,63.2
353,49.0,588.0,60.4
354,60.0,720.0,61.2
355,65.0,780.0,62.8
356,74.0,888.0,60.4
357,75.0,900.0,63.9
358,73.0,876.0,64.9
359,79.0,948.0,67.9
360,84.0,1008.0,63.8
361,73.0,876.0,63.8
362,72.0,864.0,59.2
363,74.0,888.0,57.8
364,69.0,828.0,52.9
365,88.0,1056.0,54.0
366,94.0,1128.0,56.3
367,76.0,912.0,58.5
368,87.0,1044.0,60.8
369,107.0,1284.0,59.5
370,96.0,1152.0,58.1
371,113.0,1356.0,56.9
372,99.0,1188.0,58.9
373,79.0,948.0,65.1
374,97.0,1164.0,62.1
375,111.0,1332.0,63.6
376,109.0,1308.0,62.4
377,123.0,1476.0,65.8
378,111.0,1332.0,63.3
379,126.0,1512.0,68.5
380,128.0,1536.0,67.7
381,147.0,1764.0,66.2
382,125.0,1500.0,62.3
383,121.0,1452.0,63.4
384,120.0,1440.0,66.3
385,104.0,1248.0,64.3
386,124.0,1488.0,60.6
387,134.0,1608.0,60.6
388,141.0,1692.0,61.0
389,155.0,1860.0,56.4
390,147.0,1764.0,57.0
391,142.0,1704.0,59.3
392,135.0,1620.0,58.3
393,157.0,1884.0,56.8
394,147.0,1764.0,52.0
395,164.0,1968.0,54.1
396,181.0,2172.0,56.0
397,163.0,1956.0,57.6
398,146.0,1752.0,61.0
399,163.0,1956.0,53.2
400,139.0,1668.0,56.7
401,171.0,2052.0,57.0
402,164.0,1968.0,56.6
403,170.0,2040.0,58.8
404,189.0,2268.0,57.5
405,175.0,2100.0,58.1
406,162.0,1944.0,55.7
407,193.0,2316.0,49.8
408,173.0,2076.0,50.0
409,184.0,2208.0,52.0
410,185.0,2220.0,50.9
411,197.0,2364.0,52.8
412,175.0,2100.0,51.6
413,198.0,2376.0,53.3
414,178.0,2136.0,48.0
415,183.0,2196.0,52.6
416,175.0,2100.0,49.3
417,174.0,2088.0,48.9
418,186.0,2232.0,54.5
419,198.0,2376.0,52.6
420,204.0,2448.0,51.3
421,205.0,2460.0,50.5
422,200.0,2400.0,47.6
423,211.0,2532.0,44.7
424,197.0,2364.0,40.2
425,177.0,2124.0,45.9
426,181.0,2172.0,51.9
427,199.0,2388.0,49.6
428,161.0,1932.0,50.1
429,182.0,2184.0,45.5
430,168.0,2016.0,48.8
431,159.0,1908.0,48.5
432,167.0,2004.0,51.9
433,185.0,2220.0,53.6
434,192.0,2304.0,54.2
435,190.0,2280.0,54.0
436,151.0,1812.0,46.5
437,211.0,2532.0,45.4
438,172.0,2064.0,45.7
439,190.0,2280.0,48.9
440,195.0,2340.0,51.5
441,183.0,2196.0,52.6
442,182.0,2184.0,53.7
443,191.0,2292.0,54.7
444,156.0,1872.0,55.9
445,195.0,2340.0,56.6
446,177.0,2124.0,55.2
447,175.0,2100.0,51.4
448,198.0,2376.0,53.9
449,188.0,2256.0,56.4
450,180.0,2160.0,51.2
451,183.0,2196.0,47.9
452,181.0,2172.0,49.1
453,191.0,2292.0,47.6
454,162.0,1944.0,50.7
455,197.0,2364.0,52.3
456,172.0,2064.0,49.9
457,199.0,2388.0,50.6
458,176.0,2112.0,54.0
459,174.0,2088.0,55.8
460,194.0,2328.0,54.1
461,187.0,2244.0,54.2
462,166.0,1992.0,50.1
463,192.0,2304.0,52.5
464,187.0,2244.0,53.5
465,168.0,2016.0,51.6
466,190.0,2280.0,51.3
467,161.0,1932.0,54.8
468,154.0,1848.0,51.7
469,168.0,2016.0,52.4
470,179.0,2148.0,50.2
471,176.0,2112.0,47.2
472,153.0,1836.0,47.6
473,184.0,2208.0,49.0
474,169.0,2028.0,49.8
475,190.0,2280.0,50.5
476,173.0,2076.0,47.9
477,185.0,2220.0,52.2
478,154.0,1848.0,54.3
479,179.0,2148.0,55.2
480,168.0,2016.0,55.9
481,168.0,2016.0,55.1
482,156.0,1872.0,56.1
483,189.0,2268.0,54.8
484,168.0,2016.0,55.5
485,164.0,1968.0,53.1
486,155.0,1860.0,48.2
487,167.0,2004.0,48.7
488,162.0,1944.0,52.9
489,148.0,1776.0,52.0
490,167.0,2004.0,54.1
491,174.0,2088.0,52.7
492,150.0,1800.0,55.6
493,182.0,2184.0,58.2
494,169.0,2028.0,58.7
495,184.0,2208.0,55.4
496,159.0,1908.0,53.2
497,153.0,1836.0,50.1
498,155.0,1860.0,50.3
499,173.0,2076.0,52.3
500,199.0,2388.0,52.9
501,161.0,1932.0,51.7
502,153.0,1836.0,53.0
503,161.0,1932.0,50.1
504,167.0,2004.0,50.6
505,128.0,1536.0,48.4
506,150.0,1800.0,54.7
507,151.0,1812.0,56.1
508,187.0,2244.0,57.5
509,172.0,2064.0,52.0
510,138.0,1656.0,52.3
511,129.0,1548.0,57.0
512,170.0,2040.0,58.0
513,138.0,1656.0,61.3
514,143.0,1716.0,60.2
515,164.0,1968.0,59.0
516,153.0,1836.0,61.5
517,136.0,1632.0,62.7
518,144.0,1728.0,60.0
519,155.0,1860.0,61.4
520,137.0,1644.0,56.5
521,129.0,1548.0,58.3
522,127.0,1524.0,62.1
523,132.0,1584.0,62.4
524,134.0,1608.0,55.7
525,146.0,1752.0,59.2
526,124.0,1488.0,60.4
527,145.0,1740.0,61.6
528,145.0,1740.0,67.2
529,116.0,1392.0,65.6
530,142.0,1704.0,64.8
531,127.0,1524.0,65.3
532,124.0,1488.0,67.8
533,121.0,1452.0,67.0
534,126.0,1512.0,67.4
535,122.0,1464.0,63.3
536,115.0,1380.0,66.2
537,106.0,1272.0,66.7
538,111.0,1332.0,67.9
539,120.0,1440.0,60.8
540,130.0,1560.0,57.3
541,110.0,1320.0,62.1
542,115.0,1380.0,65.3
543,114.0,1368.0,62.8
544,125.0,1500.0,60.9
545,139.0,1668.0,60.8
546,116.0,1392.0,61.7
547,117.0,1404.0,66.8
548,133.0,1596.0,67.2
549,97.0,1164.0,66.0
550,112.0,1344.0,66.1
551,124.0,1488.0,65.4
552,99.0,1188.0,66.1
553,112.0,1344.0,62.4
554,117.0,1404.0,55.6
555,98.0,1176.0,54.9
556,111.0,1332.0,58.1
557,87.0,1044.0,53.4
558,92.0,1104.0,59.6
559,100.0,1200.0,61.7
560,79.0,948.0,64.6
561,80.0,960.0,64.6
562,103.0,1236.0,64.5
563,104.0,1248.0,62.2
564,118.0,1416.0,61.9
565,92.0,1104.0,61.2
566,83.0,996.0,58.1
567,83.0,996.0,60.9
568,90.0,1080.0,60.8
569,72.0,864.0,61.5
570,70.0,840.0,64.8
571,83.0,996.0,67.3
572,81.0,972.0,69.0
573,73.0,876.0,71.0
574,69.0,828.0,69.2
575,87.0,1044.0,67.9
576,86.0,1032.0,61.9
577,71.0,852.0,64.7
578,69.0,828.0,66.4
579,54.0,648.0,67.2
580,69.0,828.0,67.0
581,71.0,852.0,64.7
582,57.0,684.0,65.4
583,69.0,828.0,64.6
584,49.0,588.0,63.8
585,56.0,672.0,64.7
586,37.0,444.0,66.2
587,61.0,732.0,63.3
588,57.0,684.0,65.0
589,54.0,648.0,64.1
590,53.0,636.0,65.5
591,38.0,456.0,65.7
592,59.0,708.0,64.6
593,62.0,744.0,65.0
594,43.0,516.0,66.0
595,36.0,432.0,65.5
596,46.0,552.0,65.8
597,58.0,696.0,62.3
598,46.0,552.0,63.1
599,50.0,600.0,64.9
600,42.0,504.0,67.5
601,50.0,600.0,63.9
602,51.0,612.0,60.8
603,38.0,456.0,65.1
604,39.0,468.0,65.6
605,40.0,480.0,65.1
606,50.0,600.0,61.1
607,45.0,540.0,65.0
608,38.0,456.0,65.9
609,33.0,396.0,66.5
610,34.0,408.0,67.7
611,25.0,300.0,67.6
612,40.0,480.0,68.7
613,40.0,480.0,65.8
614,52.0,624.0,64.3
615,28.0,336.0,63.7
616,28.0,336.0,66.2
617,34.0,408.0,66.6
618,30.0,360.0,68.0
619,27.0,324.0,68.9
620,35.0,420.0,68.4
621,31.0,372.0,68.9
622,25.0,300.0,69.2
623,28.0,336.0,68.1
624,25.0,300.0,68.4
625,39.0,468.0,64.0
626,25.0,300.0,67.5
627,39.0,468.0,68.2
628,31.0,372.0,67.5
629,38.0,456.0,67.5
630,24.0,288.0,67.9
631,44.0,528.0,67.9
632,48.0,576.0,65.9
633,32.0,384.0,67.8
634,43.0,516.0,68.6
635,29.0,348.0,67.6
636,37.0,444.0,67.4
637,32.0,384.0,68.3
638,23.0,276.0,68.2
639,37.0,444.0,64.8
640,28.0,336.0,66.0
641,29.0,348.0,68.0
642,41.0,492.0,67.2
643,51.0,612.0,64.5
644,45.0,540.0,65.7
645,51.0,612.0,65.1
646,54.0,648.0,65.8
647,45.0,540.0,61.3
648,46.0,552.0,63.7
649,50.0,600.0,63.5
650,62.0,744.0,63.3
651,56.0,672.0,66.3
652,67.0,804.0,65.2
653,55.0,660.0,65.4
654,66.0,792.0,67.8
655,67.0,804.0,63.5
656,72.0,864.0,64.7
657,70.0,840.0,63.2
658,59.0,708.0,63.8
659,70.0,840.0,65.2
660,71.0,852.0,65.1
661,74.0,888.0,67.9
662,75.0,900.0,67.5
663,83.0,996.0,68.0
664,86.0,1032.0,66.2
665,87.0,1044.0,68.1
666,94.0,1128.0,67.9
667,87.0,1044.0,68.7
668,80.0,960.0,64.4
669,84.0,1008.0,59.9
670,88.0,1056.0,58.9
671,82.0,984.0,64.3
672,81.0,972.0,66.1
673,84.0,1008.0,66.9
674,92.0,1104.0,67.2
675,92.0,1104.0,55.3
676,112.0,1344.0,50.8
677,107.0,1284.0,51.1
678,106.0,1272.0,52.9
679,100.0,1200.0,53.6
680,131.0,1572.0,56.2
681,116.0,1392.0,58.7
682,115.0,1380.0,58.5
683,125.0,1500.0,53.8
684,113.0,1356.0,53.9
685,118.0,1416.0,50.2
686,121.0,1452.0,54.7
687,121.0,1452.0,57.9
688,137.0,1644.0,58.3
689,135.0,1620.0,56.3
690,123.0,1476.0,56.7
691,156.0,1872.0,54.4
692,169.0,2028.0,54.2
693,154.0,1848.0,57.8
694,159.0,1908.0,54.6
695,182.0,2184.0,55.8
696,134.0,1608.0,57.0
697,172.0,2064.0,54.3
698,166.0,1992.0,49.0
699,146.0,1752.0,49.7
700,143.0,1716.0,53.9
701,164.0,1968.0,55.4
702,178.0,2136.0,54.0
703,160.0,1920.0,52.0
704,144.0,1728.0,55.7
705,161.0,1932.0,54.1
706,129.0,1548.0,55.3
707,176.0,2112.0,55.5
708,191.0,2292.0,49.5
709,148.0,1776.0,48.3
710,166.0,1992.0,49.1
711,176.0,2112.0,48.6
712,178.0,2136.0,48.2
713,182.0,2184.0,50.0
714,182.0,2184.0,53.8
715,179.0,2148.0,52.7
716,147.0,1764.0,50.1
717,172.0,2064.0,49.4
718,177.0,2124.0,46.7
719,184.0,2208.0,46.9
720,173.0,2076.0,48.0
721,159.0,1908.0,47.9
722,195.0,2340.0,52.1
723,184.0,2208.0,54.1
724,175.0,2100.0,53.4
725,164.0,1968.0,48.5
726,173.0,2076.0,49.3
727,171.0,2052.0,48.7
728,172.0,2064.0,48.2
729,173.0,2076.0,43.8
730,191.0,2292.0,45.5
731,200.0,2400.0,46.0
732,160.0,1920.0,49.8
733,172.0,2064.0,53.0
734,193.0,2316.0,52.8
735,173.0,2076.0,53.6
736,162.0,1944.0,54.3
737,172.0,2064.0,52.7
738,172.0,2064.0,45.3
739,145.0,1740.0,44.2
740,147.0,1764.0,45.7
741,175.0,2100.0,49.3
742,136.0,1632.0,49.8
743,140.0,1680.0,51.5
744,168.0,2016.0,51.4
745,193.0,2316.0,52.7
746,151.0,1812.0,50.6
747,170.0,2040.0,52.1
748,171.0,2052.0,51.2
749,180.0,2160.0,54.2
750,148.0,1776.0,50.2
751,171.0,2052.0,50.0
752,171.0,2052.0,46.1
753,158.0,1896.0,46.0
754,177.0,2124.0,46.9
755,164.0,1968.0,50.2
756,178.0,2136.0,49.7
757,110.0,1320.0,60.4
758,167.0,2004.0,58.0
759,141.0,1692.0,57.5
760,186.0,2232.0,53.9
761,171.0,2052.0,54.2
762,181.0,2172.0,57.2
763,174.0,2088.0,54.2
764,155.0,1860.0,55.9
765,164.0,1968.0,54.0
766,175.0,2100.0,54.3
767,150.0,1800.0,56.2
768,169.0,2028.0,54.1
769,155.0,1860.0,56.9
770,179.0,2148.0,53.9
771,181.0,2172.0,53.0
772,153.0,1836.0,54.4
773,178.0,2136.0,55.7
774,168.0,2016.0,55.4
775,165.0,1980.0,53.0
776,163.0,1956.0,50.9
777,138.0,1656.0,49.8
778,169.0,2028.0,46.6
779,153.0,1836.0,47.0
780,154.0,1848.0,45.1
781,180.0,2160.0,50.9
782,176.0,2112.0,51.2
783,176.0,2112.0,49.5
784,156.0,1872.0,51.4
785,167.0,2004.0,49.9
786,160.0,1920.0,50.2
787,154.0,1848.0,52.5
788,162.0,1944.0,54.6
789,161.0,1932.0,56.7
790,161.0,1932.0,59.3
791,159.0,1908.0,59.2
792,154.0,1848.0,54.1
793,129.0,1548.0,46.7
794,155.0,1860.0,52.1
795,150.0,1800.0,56.3
796,142.0,1704.0,57.9
797,127.0,1524.0,56.7
798,133.0,1596.0,57.7
799,163.0,1956.0,59.9
800,151.0,1812.0,59.5
801,144.0,1728.0,62.0
802,127.0,1524.0,62.5
803,156.0,1872.0,59.7
804,139.0,1668.0,61.0
805,127.0,1524.0,58.6
806,133.0,1596.0,61.7
807,153.0,1836.0,56.4
808,131.0,1572.0,54.5
809,150.0,1800.0,57.1
810,144.0,1728.0,57.9
811,147.0,1764.0,59.6
812,148.0,1776.0,58.8
813,137.0,1644.0,61.0
814,148.0,1776.0,62.1
815,127.0,1524.0,64.5
816,131.0,1572.0,61.9
817,161.0,1932.0,62.6
818,129.0,1548.0,59.0
819,127.0,1524.0,60.4
820,138.0,1656.0,59.3
821,125.0,1500.0,60.4
822,147.0,1764.0,62.1
823,134.0,1608.0,62.0
824,126.0,1512.0,62.2
825,109.0,1308.0,61.2
826,115.0,1380.0,61.1
827,134.0,1608.0,60.7
828,141.0,1692.0,64.2
829,136.0,1632.0,66.8
830,133.0,1596.0,70.5
831,134.0,1608.0,71.7
832,123.0,1476.0,72.9
833,124.0,1488.0,75.6
834,133.0,1596.0,74.9
835,119.0,1428.0,76.3
836,118.0,1416.0,76.8
837,107.0,1284.0,78.1
838,98.0,1176.0,78.4
839,104.0,1248.0,75.7
840,102.0,1224.0,70.3
841,98.0,1176.0,71.3
842,122.0,1464.0,66.3
843,105.0,1260.0,67.0
844,108.0,1296.0,68.1
845,101.0,1212.0,67.2
846,101.0,1212.0,68.3
847,99.0,1188.0,69.2
848,99.0,1188.0,65.8
849,104.0,1248.0,64.9
850,88.0,1056.0,61.1
851,89.0,1068.0,64.1
852,101.0,1212.0,63.8
853,85.0,1020.0,64.6
854,85.0,1020.0,55.3
855,83.0,996.0,61.6
856,96.0,1152.0,65.5
857,67.0,804.0,64.8
858,83.0,996.0,58.4
859,75.0,900.0,61.0
860,74.0,888.0,60.2
861,70.0,840.0,60.1
862,81.0,972.0,58.0
863,78.0,936.0,58.3
864,84.0,1008.0,64.9
865,73.0,876.0,68.1
866,60.0,720.0,66.5
867,61.0,732.0,68.1
868,69.0,828.0,66.4
869,56.0,672.0,67.2
870,58.0,696.0,68.5
871,61.0,732.0,67.0
872,49.0,588.0,64.9
873,64.0,768.0,67.6
874,45.0,540.0,65.9
875,45.0,540.0,67.0
876,50.0,600.0,68.4
877,55.0,660.0,71.0
878,38.0,456.0,71.9
879,45.0,540.0,72.8
880,54.0,648.0,72.0
881,34.0,408.0,71.5
882,55.0,660.0,73.4
883,45.0,540.0,73.4
884,50.0,600.0,68.8
885,53.0,636.0,72.3
886,39.0,468.0,68.6
887,43.0,516.0,70.3
888,45.0,540.0,72.1
889,41.0,492.0,71.7
890,36.0,432.0,71.1
891,34.0,408.0,69.7
892,41.0,492.0,67.3
893,38.0,456.0,68.1
894,33.0,396.0,68.3
895,38.0,456.0,67.0
896,45.0,540.0,67.6
897,33.0,396.0,68.6
898,38.0,456.0,68.8
899,39.0,468.0,69.5
900,44.0,528.0,71.0
901,39.0,468.0,69.6
902,32.0,384.0,70.0
903,43.0,516.0,69.4
904,44.0,528.0,69.6
905,23.0,276.0,67.9
906,35.0,420.0,68.2
907,31.0,372.0,69.1
908,39.0,468.0,69.2
909,28.0,336.0,70.9
910,29.0,348.0,70.6
911,33.0,396.0,67.8
912,31.0,372.0,68.9
913,37.0,444.0,70.4
914,36.0,432.0,70.2
915,30.0,360.0,70.4
916,46.0,552.0,69.8
917,36.0,432.0,70.2
918,43.0,516.0,71.2
919,42.0,504.0,71.3
920,29.0,348.0,72.3
921,39.0,468.0,69.3
922,32.0,384.0,69.7
923,27.0,324.0,69.0
924,35.0,420.0,65.9
925,42.0,504.0,69.0
926,40.0,480.0,68.8
927,34.0,408.0,70.5
928,42.0,504.0,69.4
929,30.0,360.0,69.7
930,45.0,540.0,68.2
931,50.0,600.0,71.1
932,37.0,444.0,71.3
933,40.0,480.0,71.0
934,53.0,636.0,71.9
935,44.0,528.0,72.3
936,53.0,636.0,68.3
937,49.0,588.0,68.2
938,52.0,624.0,69.6
939,55.0,660.0,68.2
940,56.0,672.0,69.2
941,56.0,672.0,70.4
942,70.0,840.0,69.8
943,62.0,744.0,67.2
944,54.0,648.0,70.1
945,67.0,804.0,71.0
946,66.0,792.0,72.5
947,61.0,732.0,69.7
948,56.0,672.0,70.7
949,55.0,660.0,69.0
950,60.0,720.0,68.9
951,78.0,936.0,68.5
