time_step,flow_5min,flow_hour,speed_kmh
89,58.0,696.0,65.5
90,69.0,828.0,64.4
91,57.0,684.0,62.9
92,68.0,816.0,64.2
93,56.0,672.0,64.8
94,69.0,828.0,65.4
95,62.0,744.0,65.2
96,56.0,672.0,63.8
97,48.0,576.0,64.6
98,40.0,480.0,65.0
99,65.0,780.0,66.0
100,61.0,732.0,65.9
101,60.0,720.0,64.4
102,63.0,756.0,62.7
103,51.0,612.0,63.2
104,51.0,612.0,63.4
105,49.0,588.0,64.3
106,67.0,804.0,64.3
107,52.0,624.0,64.6
108,47.0,564.0,63.7
109,61.0,732.0,65.2
110,55.0,660.0,64.4
111,49.0,588.0,65.6
112,58.0,696.0,65.0
113,48.0,576.0,65.5
114,43.0,516.0,66.3
115,56.0,672.0,66.7
116,41.0,492.0,66.6
117,49.0,588.0,64.1
118,60.0,720.0,63.9
119,64.0,768.0,62.9
120,54.0,648.0,62.9
121,53.0,636.0,62.1
122,51.0,612.0,64.3
123,64.0,768.0,64.4
124,55.0,660.0,64.3
125,63.0,756.0,64.0
126,68.0,816.0,61.8
127,74.0,888.0,62.9
128,81.0,972.0,64.1
129,74.0,888.0,64.1
130,75.0,900.0,65.1
131,78.0,936.0,64.6
132,80.0,960.0,64.5
133,75.0,900.0,64.4
134,69.0,828.0,64.4
135,73.0,876.0,63.7
136,76.0,912.0,65.0
137,82.0,984.0,64.4
138,57.0,684.0,63.8
139,85.0,1020.0,64.1
140,81.0,972.0,63.6
141,74.0,888.0,63.5
142,66.0,792.0,63.6
143,77.0,924.0,63.7
144,76.0,912.0,64.4
145,71.0,852.0,66.0
146,76.0,912.0,66.4
147,87.0,1044.0,65.8
148,83.0,996.0,64.3
149,85.0,1020.0,64.4
150,91.0,1092.0,64.2
151,76.0,912.0,63.9
152,94.0,1128.0,63.9
153,103.0,1236.0,63.8
154,76.0,912.0,65.3
155,74.0,888.0,65.3
156,111.0,1332.0,62.2
157,105.0,1260.0,60.1
158,62.0,744.0,60.8
159,92.0,1104.0,59.6
160,100.0,1200.0,57.7
161,81.0,972.0,59.4
162,99.0,1188.0,58.6
163,90.0,1080.0,58.4
164,90.0,1080.0,58.8
165,99.0,1188.0,57.9
166,94.0,1128.0,57.5
167,92.0,1104.0,57.4
168,88.0,1056.0,57.0
169,92.0,1104.0,57.6
170,78.0,936.0,58.6
171,112.0,1344.0,57.7
172,81.0,972.0,58.5
173,100.0,1200.0,58.4
174,91.0,1092.0,57.7
175,106.0,1272.0,58.2
176,86.0,1032.0,57.9
177,99.0,1188.0,57.6
178,102.0,1224.0,57.3
179,86.0,1032.0,57.9
180,102.0,1224.0,57.3
181,99.0,1188.0,57.4
182,110.0,1320.0,56.7
183,102.0,1224.0,57.4
184,96.0,1152.0,57.7
185,100.0,1200.0,57.5
186,97.0,1164.0,56.2
187,110.0,1320.0,55.9
188,109.0,1308.0,55.8
189,105.0,1260.0,55.4
190,100.0,1200.0,55.8
191,95.0,1140.0,55.8
192,85.0,1020.0,57.4
193,89.0,1068.0,58.1
194,93.0,1116.0,57.3
195,103.0,1236.0,57.8
196,90.0,1080.0,57.0
197,93.0,1116.0,58.4
198,92.0,1104.0,57.9
199,76.0,912.0,58.6
200,64.0,768.0,58.9
201,73.0,876.0,59.0
202,82.0,984.0,58.9
203,96.0,1152.0,59.0
204,103.0,1236.0,57.3
205,104.0,1248.0,57.3
206,89.0,1068.0,57.9
207,104.0,1248.0,57.4
208,86.0,1032.0,57.7
209,76.0,912.0,59.7
210,91.0,1092.0,60.6
211,90.0,1080.0,58.9
212,86.0,1032.0,58.2
213,89.0,1068.0,58.3
214,77.0,924.0,58.8
215,72.0,864.0,58.6
216,72.0,864.0,61.7
217,81.0,972.0,63.0
218,71.0,852.0,64.6
219,87.0,1044.0,65.0
220,77.0,924.0,64.4
221,75.0,900.0,65.8
222,82.0,984.0,64.8
223,86.0,1032.0,64.1
224,77.0,924.0,63.9
225,78.0,936.0,65.2
226,89.0,1068.0,65.4
227,79.0,948.0,65.0
228,60.0,720.0,65.3
229,77.0,924.0,65.2
230,69.0,828.0,66.0
231,77.0,924.0,64.8
232,83.0,996.0,65.2
233,82.0,984.0,64.7
234,70.0,840.0,64.0
235,65.0,780.0,64.7
236,74.0,888.0,65.2
237,74.0,888.0,65.2
238,30.0,360.0,65.8
239,79.0,948.0,64.1
240,83.0,996.0,63.4
241,73.0,876.0,64.1
242,58.0,696.0,63.7
243,68.0,816.0,63.8
244,62.0,744.0,64.0
245,69.0,828.0,63.8
246,66.0,792.0,63.9
247,62.0,744.0,63.6
248,50.0,600.0,63.5
249,60.0,720.0,63.6
250,60.0,720.0,63.1
251,48.0,576.0,62.5
252,83.0,996.0,63.0
253,53.0,636.0,64.5
254,61.0,732.0,64.7
255,67.0,804.0,65.0
256,64.0,768.0,64.0
257,60.0,720.0,63.5
258,54.0,648.0,64.4
259,51.0,612.0,63.2
260,45.0,540.0,64.8
261,41.0,492.0,64.6
262,49.0,588.0,66.3
263,54.0,648.0,65.1
264,56.0,672.0,64.3
265,43.0,516.0,64.6
266,41.0,492.0,65.1
267,43.0,516.0,65.6
268,20.0,240.0,65.2
269,52.0,624.0,63.9
270,58.0,696.0,63.7
271,54.0,648.0,64.2
272,44.0,528.0,64.3
273,34.0,408.0,64.6
274,27.0,324.0,64.8
275,38.0,456.0,64.8
276,33.0,396.0,65.1
277,27.0,324.0,65.1
278,34.0,408.0,65.2
279,22.0,264.0,65.2
280,22.0,264.0,65.0
281,29.0,348.0,64.9
282,22.0,264.0,65.1
283,17.0,204.0,65.2
284,15.0,180.0,65.1
285,20.0,240.0,65.3
286,13.0,156.0,65.2
287,18.0,216.0,65.2
288,17.0,204.0,65.0
289,12.0,144.0,65.1
290,9.0,108.0,65.2
291,11.0,132.0,65.1
292,14.0,168.0,65.1
293,16.0,192.0,65.0
294,20.0,240.0,65.2
295,15.0,180.0,65.4
296,10.0,120.0,65.2
297,13.0,156.0,65.1
298,18.0,216.0,65.1
299,11.0,132.0,65.2
300,10.0,120.0,65.0
301,8.0,96.0,64.9
302,12.0,144.0,64.9
303,5.0,60.0,64.6
304,12.0,144.0,64.7
305,8.0,96.0,64.8
306,7.0,84.0,64.9
307,4.0,48.0,65.0
308,8.0,96.0,65.0
309,9.0,108.0,65.0
310,4.0,48.0,65.1
311,8.0,96.0,64.9
312,8.0,96.0,64.9
313,3.0,36.0,65.0
314,0.0,0.0,65.0
315,0.0,0.0,65.0
316,27.0,324.0,64.9
317,14.0,168.0,65.0
318,7.0,84.0,64.9
319,7.0,84.0,64.9
320,3.0,36.0,64.9
321,4.0,48.0,64.9
322,3.0,36.0,64.9
323,3.0,36.0,65.0
324,3.0,36.0,64.9
325,2.0,24.0,64.9
326,4.0,48.0,64.9
327,10.0,120.0,64.9
328,2.0,24.0,64.9
329,5.0,60.0,64.9
330,1.0,12.0,64.9
331,5.0,60.0,64.8
332,4.0,48.0,64.8
333,2.0,24.0,64.9
334,2.0,24.0,64.8
335,1.0,12.0,64.9
336,4.0,48.0,64.9
337,4.0,48.0,65.0
338,5.0,60.0,64.9
339,7.0,84.0,64.8
340,2.0,24.0,64.9
341,12.0,144.0,64.8
342,7.0,84.0,64.8
343,7.0,84.0,65.0
344,10.0,120.0,64.9
345,7.0,84.0,64.8
346,4.0,48.0,64.8
347,6.0,72.0,64.8
348,5.0,60.0,64.9
349,10.0,120.0,64.8
350,9.0,108.0,64.8
351,7.0,84.0,64.8
352,10.0,120.0,64.9
353,8.0,96.0,64.9
354,14.0,168.0,65.0
355,11.0,132.0,65.0
356,15.0,180.0,65.0
357,11.0,132.0,64.9
358,8.0,96.0,64.9
359,7.0,84.0,64.9
360,11.0,132.0,64.9
361,16.0,192.0,65.0
362,18.0,216.0,64.9
363,18.0,216.0,64.9
364,17.0,204.0,65.0
365,29.0,348.0,65.1
366,21.0,252.0,64.9
367,16.0,192.0,65.1
368,19.0,228.0,64.9
369,29.0,348.0,64.6
370,25.0,300.0,64.8
371,29.0,348.0,65.1
372,28.0,336.0,65.0
373,29.0,348.0,64.6
374,30.0,360.0,64.6
375,30.0,360.0,65.1
376,43.0,516.0,64.5
377,38.0,456.0,65.1
378,30.0,360.0,65.0
379,26.0,312.0,64.7
380,35.0,420.0,64.7
381,42.0,504.0,65.7
382,42.0,504.0,66.0
383,35.0,420.0,65.3
384,38.0,456.0,64.9
385,33.0,396.0,64.3
386,37.0,444.0,64.0
387,37.0,444.0,64.1
388,40.0,480.0,64.5
389,35.0,420.0,64.8
390,45.0,540.0,63.2
391,34.0,408.0,64.3
392,58.0,696.0,64.3
393,59.0,708.0,63.8
394,49.0,588.0,62.9
395,57.0,684.0,63.9
396,55.0,660.0,64.0
397,55.0,660.0,64.6
398,53.0,636.0,65.2
399,54.0,648.0,65.6
400,55.0,660.0,66.1
401,57.0,684.0,65.1
402,55.0,660.0,64.9
403,59.0,708.0,66.3
404,64.0,768.0,65.9
405,51.0,612.0,65.8
406,62.0,744.0,64.5
407,46.0,552.0,65.0
408,65.0,780.0,63.5
409,66.0,792.0,64.1
410,53.0,636.0,64.3
411,80.0,960.0,64.6
412,65.0,780.0,64.6
413,65.0,780.0,63.9
414,61.0,732.0,63.1
415,63.0,756.0,63.0
416,59.0,708.0,64.6
417,60.0,720.0,65.0
418,78.0,936.0,64.5
419,78.0,936.0,64.6
420,64.0,768.0,64.5
421,73.0,876.0,65.2
422,67.0,804.0,64.3
423,83.0,996.0,64.3
424,70.0,840.0,64.4
425,66.0,792.0,64.3
426,67.0,804.0,64.4
427,69.0,828.0,64.8
428,73.0,876.0,65.3
429,76.0,912.0,63.5
430,69.0,828.0,63.8
431,81.0,972.0,65.6
432,92.0,1104.0,65.2
433,65.0,780.0,63.6
434,57.0,684.0,63.7
435,63.0,756.0,64.7
436,69.0,828.0,64.4
437,68.0,816.0,63.3
438,76.0,912.0,64.5
439,70.0,840.0,65.7
440,84.0,1008.0,65.2
441,75.0,900.0,64.5
442,48.0,576.0,64.0
443,72.0,864.0,64.6
444,64.0,768.0,66.5
445,61.0,732.0,66.8
446,78.0,936.0,65.9
447,72.0,864.0,64.1
448,74.0,888.0,64.7
449,60.0,720.0,65.5
450,66.0,792.0,64.8
451,72.0,864.0,65.0
452,69.0,828.0,65.1
453,62.0,744.0,65.4
454,73.0,876.0,66.0
455,63.0,756.0,66.4
456,69.0,828.0,65.1
457,71.0,852.0,64.9
458,88.0,1056.0,65.7
459,66.0,792.0,65.2
460,81.0,972.0,63.7
461,86.0,1032.0,63.8
462,62.0,744.0,64.1
463,80.0,960.0,64.4
464,74.0,888.0,63.3
465,57.0,684.0,63.9
466,58.0,696.0,64.5
467,55.0,660.0,64.4
468,58.0,696.0,64.4
469,67.0,804.0,64.1
470,70.0,840.0,63.1
471,69.0,828.0,62.6
472,51.0,612.0,64.3
473,66.0,792.0,64.0
474,53.0,636.0,65.6
475,63.0,756.0,65.3
476,66.0,792.0,64.0
477,60.0,720.0,65.2
478,57.0,684.0,63.9
479,65.0,780.0,64.4
480,61.0,732.0,63.8
481,67.0,804.0,63.3
482,76.0,912.0,62.8
483,66.0,792.0,64.2
484,74.0,888.0,63.7
485,67.0,804.0,63.3
486,69.0,828.0,62.1
487,59.0,708.0,63.3
488,54.0,648.0,62.3
489,73.0,876.0,62.9
490,57.0,684.0,64.0
491,60.0,720.0,63.6
492,58.0,696.0,64.2
493,58.0,696.0,63.0
494,59.0,708.0,63.5
495,71.0,852.0,64.2
496,61.0,732.0,63.5
497,46.0,552.0,63.2
498,54.0,648.0,64.5
499,62.0,744.0,63.5
500,59.0,708.0,65.2
501,46.0,552.0,65.3
502,56.0,672.0,64.6
503,39.0,468.0,64.7
504,63.0,756.0,64.3
505,77.0,924.0,64.0
506,54.0,648.0,65.0
507,52.0,624.0,65.4
508,58.0,696.0,64.3
509,73.0,876.0,65.2
510,59.0,708.0,66.1
511,67.0,804.0,65.8
512,51.0,612.0,65.6
513,47.0,564.0,66.3
514,46.0,552.0,66.3
515,66.0,792.0,65.4
516,42.0,504.0,65.5
517,46.0,552.0,65.1
518,53.0,636.0,65.1
519,43.0,516.0,65.3
520,45.0,540.0,65.4
521,50.0,600.0,66.3
522,54.0,648.0,64.7
523,50.0,600.0,64.9
524,50.0,600.0,66.2
525,43.0,516.0,65.7
526,46.0,552.0,64.8
527,42.0,504.0,65.2
528,48.0,576.0,66.0
529,61.0,732.0,66.7
530,47.0,564.0,66.6
531,53.0,636.0,65.4
532,56.0,672.0,65.1
533,48.0,576.0,65.4
534,53.0,636.0,66.0
535,55.0,660.0,67.3
536,51.0,612.0,66.7
537,35.0,420.0,66.1
538,49.0,588.0,64.8
539,52.0,624.0,65.4
540,44.0,528.0,65.5
541,45.0,540.0,65.7
542,56.0,672.0,66.6
543,55.0,660.0,65.8
544,49.0,588.0,65.1
545,46.0,552.0,64.7
546,43.0,516.0,64.1
547,59.0,708.0,64.6
548,48.0,576.0,64.2
549,51.0,612.0,64.8
550,56.0,672.0,64.8
551,59.0,708.0,64.1
552,57.0,684.0,65.7
553,44.0,528.0,65.3
554,45.0,540.0,65.6
555,54.0,648.0,64.9
556,49.0,588.0,65.2
557,56.0,672.0,65.0
558,49.0,588.0,65.1
559,46.0,552.0,65.3
560,61.0,732.0,65.6
561,38.0,456.0,65.3
562,41.0,492.0,65.8
563,34.0,408.0,66.1
564,37.0,444.0,66.1
565,36.0,432.0,65.2
566,34.0,408.0,65.6
567,44.0,528.0,65.4
568,37.0,444.0,64.6
569,48.0,576.0,64.1
570,31.0,372.0,64.0
571,35.0,420.0,64.3
572,33.0,396.0,64.5
573,28.0,336.0,64.5
574,21.0,252.0,64.6
575,26.0,312.0,64.9
576,23.0,276.0,65.0
577,28.0,336.0,65.2
578,15.0,180.0,65.1
579,13.0,156.0,65.1
580,17.0,204.0,65.0
581,9.0,108.0,65.0
582,19.0,228.0,65.0
583,13.0,156.0,65.0
584,16.0,192.0,64.7
585,25.0,300.0,65.2
586,11.0,132.0,65.1
587,18.0,216.0,65.0
588,21.0,252.0,64.9
589,11.0,132.0,65.1
590,14.0,168.0,65.2
591,12.0,144.0,65.0
592,6.0,72.0,65.1
593,8.0,96.0,65.1
594,9.0,108.0,65.0
595,4.0,48.0,65.0
596,14.0,168.0,65.1
597,8.0,96.0,64.8
598,4.0,48.0,64.8
599,9.0,108.0,64.9
600,9.0,108.0,64.9
601,13.0,156.0,65.1
602,11.0,132.0,65.0
603,12.0,144.0,65.0
604,10.0,120.0,65.0
605,4.0,48.0,65.0
606,2.0,24.0,65.3
607,3.0,36.0,65.2
608,3.0,36.0,65.3
609,3.0,36.0,65.2
610,2.0,24.0,65.1
611,4.0,48.0,65.0
612,11.0,132.0,65.1
613,4.0,48.0,64.9
614,3.0,36.0,65.0
615,3.0,36.0,65.0
616,4.0,48.0,65.0
617,1.0,12.0,65.0
618,1.0,12.0,64.8
619,2.0,24.0,64.9
620,0.0,0.0,64.9
621,1.0,12.0,65.0
622,1.0,12.0,65.0
623,2.0,24.0,65.0
624,2.0,24.0,65.0
625,0.0,0.0,65.0
626,0.0,0.0,65.0
627,1.0,12.0,64.9
628,2.0,24.0,64.9
629,2.0,24.0,64.8
630,2.0,24.0,64.8
631,1.0,12.0,64.8
632,1.0,12.0,64.8
633,7.0,84.0,64.9
634,2.0,24.0,64.9
635,2.0,24.0,64.9
636,1.0,12.0,65.2
637,4.0,48.0,65.0
638,1.0,12.0,64.8
639,3.0,36.0,64.8
640,5.0,60.0,64.9
641,2.0,24.0,64.9
642,3.0,36.0,64.9
643,5.0,60.0,64.8
644,9.0,108.0,64.7
645,7.0,84.0,64.9
646,9.0,108.0,64.9
647,3.0,36.0,64.9
648,5.0,60.0,64.9
649,6.0,72.0,64.8
650,6.0,72.0,65.0
651,3.0,36.0,65.0
652,12.0,144.0,64.9
653,12.0,144.0,64.9
654,7.0,84.0,64.9
655,7.0,84.0,64.9
656,13.0,156.0,64.8
657,15.0,180.0,64.9
658,7.0,84.0,64.9
659,12.0,144.0,64.9
660,9.0,108.0,65.0
661,16.0,192.0,65.0
662,11.0,132.0,64.9
663,12.0,144.0,64.9
664,23.0,276.0,64.8
665,9.0,108.0,64.9
666,10.0,120.0,64.9
667,20.0,240.0,64.7
668,17.0,204.0,64.6
669,15.0,180.0,64.9
670,21.0,252.0,64.9
671,18.0,216.0,64.5
672,19.0,228.0,64.5
673,17.0,204.0,64.7
674,26.0,312.0,64.9
675,26.0,312.0,65.3
676,21.0,252.0,65.3
677,16.0,192.0,65.0
678,34.0,408.0,64.5
679,28.0,336.0,64.7
680,27.0,324.0,64.6
681,35.0,420.0,64.8
682,31.0,372.0,64.9
683,32.0,384.0,64.9
684,30.0,360.0,65.2
685,26.0,312.0,64.7
686,38.0,456.0,64.9
687,34.0,408.0,64.8
688,36.0,432.0,65.1
689,25.0,300.0,65.2
690,27.0,324.0,64.8
691,30.0,360.0,64.8
692,40.0,480.0,64.0
693,38.0,456.0,64.3
694,52.0,624.0,65.0
695,35.0,420.0,65.0
696,59.0,708.0,64.5
697,46.0,552.0,64.6
698,41.0,492.0,64.7
699,44.0,528.0,64.8
700,40.0,480.0,64.9
701,57.0,684.0,64.7
702,49.0,588.0,64.6
703,48.0,576.0,64.8
704,50.0,600.0,65.0
705,56.0,672.0,65.6
706,47.0,564.0,65.2
707,60.0,720.0,64.7
708,51.0,612.0,63.7
709,49.0,588.0,63.8
710,52.0,624.0,64.2
711,48.0,576.0,64.2
712,37.0,444.0,64.8
713,47.0,564.0,65.0
714,51.0,612.0,65.1
715,49.0,588.0,65.4
716,55.0,660.0,65.8
717,52.0,624.0,65.5
718,58.0,696.0,64.0
719,45.0,540.0,64.0
720,54.0,648.0,64.5
721,51.0,612.0,65.5
722,43.0,516.0,64.7
723,65.0,780.0,64.7
724,60.0,720.0,64.5
725,59.0,708.0,63.4
726,49.0,588.0,64.9
727,77.0,924.0,62.8
728,51.0,612.0,64.5
729,71.0,852.0,63.9
730,57.0,684.0,64.4
731,70.0,840.0,64.9
732,61.0,732.0,66.6
733,58.0,696.0,65.7
734,51.0,612.0,67.0
735,70.0,840.0,66.9
736,59.0,708.0,66.8
737,51.0,612.0,66.5
738,51.0,612.0,66.5
739,43.0,516.0,66.1
740,53.0,636.0,65.5
741,63.0,756.0,64.7
742,50.0,600.0,65.7
743,53.0,636.0,66.2
744,60.0,720.0,65.3
745,50.0,600.0,65.0
746,58.0,696.0,63.9
747,55.0,660.0,64.2
748,54.0,648.0,64.0
749,70.0,840.0,64.6
750,48.0,576.0,64.7
751,56.0,672.0,64.5
752,57.0,684.0,62.3
753,76.0,912.0,63.2
754,47.0,564.0,63.6
755,45.0,540.0,64.5
756,54.0,648.0,64.3
757,60.0,720.0,66.0
758,64.0,768.0,64.0
759,50.0,600.0,65.2
760,44.0,528.0,64.2
761,55.0,660.0,64.0
762,39.0,468.0,64.1
763,56.0,672.0,64.1
764,59.0,708.0,64.5
765,64.0,768.0,65.1
766,54.0,648.0,65.6
767,54.0,648.0,64.4
768,48.0,576.0,64.8
769,50.0,600.0,65.0
770,52.0,624.0,65.3
771,39.0,468.0,65.1
772,53.0,636.0,64.7
773,45.0,540.0,64.4
774,51.0,612.0,64.7
775,54.0,648.0,64.9
776,50.0,600.0,64.5
777,41.0,492.0,65.1
778,38.0,456.0,65.5
779,43.0,516.0,65.4
780,58.0,696.0,65.9
781,57.0,684.0,65.9
782,53.0,636.0,65.7
783,39.0,468.0,65.2
784,34.0,408.0,65.2
785,43.0,516.0,64.7
786,44.0,528.0,65.3
787,39.0,468.0,64.9
788,34.0,408.0,64.8
789,46.0,552.0,64.3
790,50.0,600.0,65.8
791,45.0,540.0,65.3
792,49.0,588.0,65.8
793,45.0,540.0,65.7
794,37.0,444.0,65.6
795,43.0,516.0,65.7
796,39.0,468.0,66.1
797,59.0,708.0,66.5
798,44.0,528.0,66.8
799,43.0,516.0,65.6
800,33.0,396.0,65.1
801,50.0,600.0,64.2
802,50.0,600.0,64.8
803,53.0,636.0,65.4
804,41.0,492.0,65.7
805,53.0,636.0,65.9
806,42.0,504.0,65.0
807,36.0,432.0,64.5
808,43.0,516.0,64.9
809,43.0,516.0,64.9
810,47.0,564.0,66.1
811,54.0,648.0,64.6
812,53.0,636.0,64.3
813,52.0,624.0,64.1
814,44.0,528.0,64.0
815,36.0,432.0,64.7
816,43.0,516.0,65.2
817,49.0,588.0,65.9
818,50.0,600.0,65.6
819,47.0,564.0,65.9
820,44.0,528.0,66.0
821,40.0,480.0,65.4
822,44.0,528.0,65.3
823,42.0,504.0,65.0
824,34.0,408.0,64.1
825,46.0,552.0,65.3
826,48.0,576.0,64.3
827,44.0,528.0,64.5
828,56.0,672.0,64.4
829,44.0,528.0,64.4
830,48.0,576.0,64.9
831,40.0,480.0,63.9
832,57.0,684.0,64.7
833,47.0,564.0,64.8
834,52.0,624.0,64.8
835,52.0,624.0,62.6
836,39.0,468.0,64.1
837,39.0,468.0,64.0
838,44.0,528.0,64.3
839,40.0,480.0,64.2
840,41.0,492.0,63.9
841,42.0,504.0,64.5
842,41.0,492.0,64.1
843,36.0,432.0,64.4
844,48.0,576.0,64.9
845,51.0,612.0,65.3
846,31.0,372.0,64.9
847,33.0,396.0,64.6
848,46.0,552.0,65.2
849,38.0,456.0,64.7
850,34.0,408.0,64.8
851,32.0,384.0,65.0
852,36.0,432.0,64.3
853,31.0,372.0,64.5
854,40.0,480.0,63.5
855,27.0,324.0,63.7
856,16.0,192.0,64.3
857,26.0,312.0,64.5
858,20.0,240.0,64.8
859,32.0,384.0,64.1
860,29.0,348.0,64.7
861,14.0,168.0,64.7
862,17.0,204.0,64.8
863,21.0,252.0,64.6
864,14.0,168.0,65.0
865,12.0,144.0,64.9
866,14.0,168.0,64.9
867,20.0,240.0,65.0
868,14.0,168.0,65.0
869,16.0,192.0,65.0
870,15.0,180.0,65.0
871,9.0,108.0,65.0
872,11.0,132.0,64.9
873,16.0,192.0,64.8
874,18.0,216.0,64.5
875,19.0,228.0,64.7
876,11.0,132.0,64.7
877,7.0,84.0,64.8
878,16.0,192.0,64.4
879,12.0,144.0,64.6
880,1.0,12.0,64.8
881,5.0,60.0,64.9
882,5.0,60.0,64.9
883,4.0,48.0,65.0
884,3.0,36.0,64.9
885,4.0,48.0,64.9
886,3.0,36.0,64.9
887,5.0,60.0,65.0
888,7.0,84.0,65.0
889,5.0,60.0,64.9
890,5.0,60.0,65.0
891,6.0,72.0,65.0
892,3.0,36.0,65.0
893,3.0,36.0,64.9
894,3.0,36.0,65.0
895,3.0,36.0,65.0
896,4.0,48.0,65.0
897,0.0,0.0,65.0
898,2.0,24.0,64.9
899,1.0,12.0,64.9
900,2.0,24.0,64.9
901,1.0,12.0,64.8
902,3.0,36.0,64.8
903,1.0,12.0,64.9
904,0.0,0.0,64.9
905,1.0,12.0,64.9
906,1.0,12.0,65.0
907,3.0,36.0,65.0
908,1.0,12.0,65.3
909,1.0,12.0,65.1
910,2.0,24.0,65.0
911,1.0,12.0,65.0
912,2.0,24.0,65.0
913,0.0,0.0,65.0
914,4.0,48.0,65.2
915,0.0,0.0,65.2
916,1.0,12.0,65.1
917,0.0,0.0,65.1
918,2.0,24.0,65.4
919,0.0,0.0,65.4
920,3.0,36.0,65.2
921,3.0,36.0,65.1
922,0.0,0.0,65.1
923,2.0,24.0,65.0
924,1.0,12.0,64.9
925,0.0,0.0,64.9
926,0.0,0.0,64.9
927,4.0,48.0,64.9
928,4.0,48.0,65.0
929,6.0,72.0,65.0
930,5.0,60.0,64.9
931,3.0,36.0,65.0
932,2.0,24.0,65.0
933,5.0,60.0,65.0
934,3.0,36.0,64.9
935,1.0,12.0,65.0
936,4.0,48.0,65.1
937,6.0,72.0,65.2
938,5.0,60.0,65.2
939,2.0,24.0,65.2
940,8.0,96.0,65.2
941,4.0,48.0,65.0
942,3.0,36.0,65.0
943,3.0,36.0,65.0
944,9.0,108.0,65.2
945,6.0,72.0,65.2
946,6.0,72.0,65.2
947,8.0,96.0,65.2
948,4.0,48.0,65.2
949,10.0,120.0,65.2
950,5.0,60.0,65.2
951,9.0,108.0,65.3
952,6.0,72.0,65.2
953,7.0,84.0,65.3
954,12.0,144.0,65.2
955,9.0,108.0,65.1
956,10.0,120.0,65.2
957,6.0,72.0,65.2
958,14.0,168.0,65.4
959,13.0,156.0,65.3
960,10.0,120.0,65.2
961,8.0,96.0,65.2
962,10.0,120.0,65.2
963,9.0,108.0,65.2
964,20.0,240.0,65.4
965,16.0,192.0,65.5
966,10.0,120.0,65.3
967,17.0,204.0,65.2
968,17.0,204.0,65.3
969,18.0,216.0,65.3
970,8.0,96.0,65.3
971,17.0,204.0,65.3
972,13.0,156.0,65.2
973,10.0,120.0,65.2
974,15.0,180.0,65.3
975,17.0,204.0,65.4
976,9.0,108.0,65.3
977,13.0,156.0,65.3
978,24.0,288.0,65.4
979,10.0,120.0,65.3
980,24.0,288.0,65.8
981,20.0,240.0,65.5
982,16.0,192.0,65.2
983,19.0,228.0,65.2
984,23.0,276.0,64.9
985,21.0,252.0,65.1
986,23.0,276.0,65.3
987,23.0,276.0,65.3
988,25.0,300.0,65.5
989,32.0,384.0,66.0
990,19.0,228.0,65.6
991,27.0,324.0,65.8
